ID,sentences,label
529,Cellular phone signal from Globe and Smart is strong in the municipality.,thing
530,It is located near Sarjapura.,place
531,"An intellectual, she was considered as an icon among revolutionary women in the region.",person
532,Modern brogues feature decorative perforations.,thing
533,Infant mortality has plummeted.,idea
534,The president of Iceland must also confirm any amendment as provided by general law.,idea
535,At that time three students escaped out a rear door and were fired upon.,person
536,"Thus there was value in a ""feigned"" retreat.",idea
537,Sunraysia Television no longer had any assets in the Sunraysia region.,place
538,There was formerly a railway station and signal box at Woodhead.,place
539,"By early afternoon, the artillery duel had begun; and the enemy suffered most.",thing
540,The descendants of the indigenous Tasmanians now refer to themselves as 'Palawa'.,person
541,"He began his term as scheduled, and served until his death.",person
542,Main roads run north-south and Cross roads run east-west.,place
543,All other technical parameters will remain unchanged.,idea
544,"All data was seen as a long ""stream"" of text broken into several pages.",idea
545,No rollbar was needed.,thing
546,"Like many lepton interactions, muon decay is a Weak Interaction.",idea
547,"After being discovered by Patricia Field, the brand became a household name.",idea
548,This option comes in very handy when a team's lineup includes several older players.,idea
549,"While there, he developed an isotope separation technique via gaseous diffusion.",idea
550,The Memphis city limits touch the western portion of Olive Branch's northern border.,place
551,Stoglin said he would bring a much different style that begins with strict discipline.,person
552,Toensing was retained by media organizations to comment on the Plame Affair.,person
553,They are also outside the ecclesiastical jurisdiction of the Bishop of London.,idea
554,The chapter ends with Franken delving into Karl Rove's record of smears.,idea
555,He was buried next to the grave of his son.,place
556,The barrel is integrated with the barrel breech.,thing
557,Pioneer Brewing Co.,place
558,At WrestleMania X the Heavenly Bodies defeated the Bushwhackers in a dark match.,thing
559,Ying told us to bring extra strawberries.,person
560,"Bryde's usually have dark grey lower jaws, whereas sei whales are lighter grey.",thing
561,"Then somebody else bought the body, frame and roll bars.",thing
562,"The province includes the districts of Saivou, Nakorotubu, Rakiraki, and Nalawa.",place
563,"He currently resides in Santa Ana, California.",place
564,The dancer made simultaneous movements.,person
565,Consumables are the most sold items.,thing
566,"Marc Hunter convinced Mansfield to also produce Dragon's single ""Rain"".",person
567,"It was replaced by a smaller, electric clock.",thing
568,Reid-Hillview is a general aviation airport; there is no scheduled airline service.,place
569,Nevill has played club hockey for Leicester.,person
570,"‘I didn’t, my Lord,’ replied Mr. Winkle.",person
571,"Jacob Palis was born in Uberaba, Minas Gerais.",person
572,He played in all or part of eleven seasons in Major League Baseball.,person
573,The administrative centre of the municipality is the village of Olderdalen.,place
574,Nav Canada's operations consist of various sites across the country.,place
575,Immediate reconstruction is not recommended.,idea
576,There was a huge explosion.,thing
577,This effect can be best understood using the Fresnel zone concept.,idea
578,All five lanes are open on each bridge.,place
579,The crew also downlinked the imagery taken of the external tank separation.,thing
580,Siberian Yupiks had shamans as well.,person
581,Electrification was also to end at Kingsgrove.,place
582,"The nearest major city is York, to the south-east.",place
583,No recorded version is known to survive.,thing
584,MacLaurin is a supervisory board member of Heineken International.,person
585,All four original Firesign members have spoken of their admiration for this show.,person
586,"""See also detailed list of: List of universities in Tehran Province"".",idea
587,Ammunition is also produced in Romania and Serbia.,thing
588,"Johnny wants to marry Constance, but she cannot forget her husband.",person
589,The county chairman is elected at-large to serve as the leader.,person
590,A Fabulous tale.,idea
591,A proposed biosynthesis starts with the farnesyl pyrophosphate.,idea
592,This was the last film Hughes produced.,thing
593,The presumptive rule is seldom mentioned in published materials.,idea
594,Wood's uncle Watson Washburn was a Davis Cup team member.,person
595,"However, it was suppressed only two days later.",idea
596,"Surprisingly, he once turned down a contract offer to play with Red Star Belgrade.",person
597,He was subsequently booked for his celebration.,idea
598,Several passages in the Bible specifically mention churches meeting in houses.,idea
599,The band Play made the site's theme song and they were also sponsors.,thing
600,When the suckeris taken out a tiny blood mark appears on the surface.,thing
601,Uckermark was a particular focus of Huguenot resettlement.,place
602,Avoid fruit with brownish-yellow discoloration.,thing
603,Some Buddhist charms are pendants dedicated to the Bodhisattva Guanyin.,thing
604,No other threats have been recognized for this species across its distribution range.,idea
605,The leaf blades are wide and narrowly oblong.,thing
606,The school has two Basketball Court for the student.,place
607,The water monitor is a large species of monitor lizard.,thing
608,Inside of the cell are extensive internal sub-cellular membrane-bounded compartments called organelles.,thing
609,Little of the fort remains today.,place
610,"In turn, numerous niche bands began to appear across the city.",place
611,The Hephthalite Empire was another Central Asian nomadic group to invade.,place
612,The letter explained that she was leaving him for Mauricio.,idea
613,The event is one of the most enduring images in the city's history.,idea
614,The town was named after an early settler named Peter Simmons.,place
615,Zeeland is safe.,place
616,"After this, several different pathways are possible.",idea
617,Nothing is fixed.,idea
618,Vesting of options is straightforward.,idea
619,All regional services and some intercity services stop at the station.,place
620,A seat with the same name and boundaries exists in the Welsh Assembly.,place
621,They were also promised regular jobs if they provided useful information.,idea
622,His motivations for fighting are uncertain.,idea
623,"Torrini contributed vocals on all tracks, otherwise noted.",person
624,The selection of Saturn led to the success of the Apollo project.,idea
625,"Randolph currently resides in Franklin Lakes, New Jersey with his wife Gretchen.",person
